time,dl_sinr_mean,dl_sinr_std,dl_sinr_min,dl_sinr_max,cellid,rnti,dl_pathloss,ul_pathloss,dl_tb_size_total,dl_tb_size_mean,dl_mcs_mean,dl_mac_transmissions,ul_tb_size_total,ul_tb_size_mean,ul_mcs_mean,ul_mac_transmissions,dl_pdcp_bytes,dl_pdcp_pkt_size_mean,dl_pdcp_packets,dl_pdcp_delay_mean,ul_pdcp_bytes,ul_pdcp_pkt_size_mean,ul_pdcp_packets,ul_pdcp_delay_mean,dl_rlc_bytes,dl_rlc_pkt_size_mean,dl_rlc_packets,dl_rlc_delay_mean,ul_rlc_bytes,ul_rlc_pkt_size_mean,ul_rlc_packets,ul_rlc_delay_mean,rx_sinr_mean,rx_cqi_mean,rx_corrupt_count,rx_bler_mean,rx_tb_size_total,dl_throughput_mbps,ul_throughput_mbps,flow_9_1_5_throughput_mbps,flow_9_1_5_delay_ms,flow_9_1_5_jitter_ms,flow_9_1_5_packets,flow_9_1_5_cell_id,flow_9_1_5_rnti,flow_9_1_5_lcid,flow_9_1_4_throughput_mbps,flow_9_1_4_delay_ms,flow_9_1_4_jitter_ms,flow_9_1_4_packets,flow_9_1_4_cell_id,flow_9_1_4_rnti,flow_9_1_4_lcid,flow_5_1_5_throughput_mbps,flow_5_1_5_delay_ms,flow_5_1_5_jitter_ms,flow_5_1_5_packets,flow_5_1_5_cell_id,flow_5_1_5_rnti,flow_5_1_5_lcid,flow_1_1_5_throughput_mbps,flow_1_1_5_delay_ms,flow_1_1_5_jitter_ms,flow_1_1_5_packets,flow_1_1_5_cell_id,flow_1_1_5_rnti,flow_1_1_5_lcid,flow_9_1_3_throughput_mbps,flow_9_1_3_delay_ms,flow_9_1_3_jitter_ms,flow_9_1_3_packets,flow_9_1_3_cell_id,flow_9_1_3_rnti,flow_9_1_3_lcid,flow_5_1_3_throughput_mbps,flow_5_1_3_delay_ms,flow_5_1_3_jitter_ms,flow_5_1_3_packets,flow_5_1_3_cell_id,flow_5_1_3_rnti,flow_5_1_3_lcid,flow_1_1_4_throughput_mbps,flow_1_1_4_delay_ms,flow_1_1_4_jitter_ms,flow_1_1_4_packets,flow_1_1_4_cell_id,flow_1_1_4_rnti,flow_1_1_4_lcid,flow_5_1_4_throughput_mbps,flow_5_1_4_delay_ms,flow_5_1_4_jitter_ms,flow_5_1_4_packets,flow_5_1_4_cell_id,flow_5_1_4_rnti,flow_5_1_4_lcid,flow_1_1_3_throughput_mbps,flow_1_1_3_delay_ms,flow_1_1_3_jitter_ms,flow_1_1_3_packets,flow_1_1_3_cell_id,flow_1_1_3_rnti,flow_1_1_3_lcid,flow_9_1_6_throughput_mbps,flow_9_1_6_delay_ms,flow_9_1_6_jitter_ms,flow_9_1_6_packets,flow_9_1_6_cell_id,flow_9_1_6_rnti,flow_9_1_6_lcid,flow_5_1_6_throughput_mbps,flow_5_1_6_delay_ms,flow_5_1_6_jitter_ms,flow_5_1_6_packets,flow_5_1_6_cell_id,flow_5_1_6_rnti,flow_5_1_6_lcid,flow_1_1_6_throughput_mbps,flow_1_1_6_delay_ms,flow_1_1_6_jitter_ms,flow_1_1_6_packets,flow_1_1_6_cell_id,flow_1_1_6_rnti,flow_1_1_6_lcid
0.406,26.825266666666664,16.584501952525837,17.2502,45.9754,9.0,1.0,-81.3292625,-81.31324,123.0,123.0,0.0,1.0,1447.0,482.3333333333333,28.0,3.0,130.0,130.0,1.0,0.00431193,1060.0,530.0,2.0,0.0029571400000000005,120.0,120.0,1.0,0.00302856,632.0,210.66666666666666,3.0,0.0014690446666666666,32.546683333333334,134.33333333333334,2.0,0.33333333333775944,1746.0,0.15456,0.1696,0.0624,1.336144,0.7501997021806929,3,9,1,5,1.0256,1.45977,0.6547989845364759,5,9,1,4,0.0624,2.2056799999999996,0.8953278917245906,3,5,1,5,0.0624,3.5990233333333332,0.6173952838606183,3,1,1,5,0.11136,1.0108391666666667,0.48656378634831227,12,9,1,3,0.10208,1.8398454545454543,0.7517606828687391,11,5,1,3,1.0256,4.626224,2.619461961439792,5,1,1,4,1.0256,3.653708,3.477128650657033,5,5,1,4,0.0928,3.2130400000000003,0.0002323790007724087,10,1,1,3,1.0176,3.4779733333333334,0.0,12,9,1,6,0.9328,6.155189090909091,0.0,11,5,1,6,0.848,11.428588,0.0,10,1,1,6
0.40700000000000003,25.610475,14.884415613962368,12.4318,46.1037,9.0,1.0,-81.3127818181818,-81.33832,725.0,725.0,28.0,1.0,1447.0,482.3333333333333,28.0,3.0,116.0,58.0,2.0,0.00205251,1060.0,530.0,2.0,0.0029571400000000005,240.0,80.0,3.0,0.00226666,632.0,210.66666666666666,3.0,0.0014690446666666666,31.377916666666664,93.83333333333333,1.0,0.16666633333333333,2474.0,0.16384,0.2544,0.0624,1.336144,0.7501997021806929,3,9,1,5,1.0256,1.45977,0.6547989845364759,5,9,1,4,0.0624,2.2056799999999996,0.8953278917245906,3,5,1,5,0.0624,3.5990233333333332,0.6173952838606183,3,1,1,5,0.11136,1.0108391666666667,0.48656378634831227,12,9,1,3,0.10208,1.8398454545454543,0.7517606828687391,11,5,1,3,1.0256,4.626224,2.619461961439792,5,1,1,4,1.0256,3.653708,3.477128650657033,5,5,1,4,0.0928,3.2130400000000003,0.0002323790007724087,10,1,1,3,1.0176,3.4779733333333334,0.0,12,9,1,6,0.9328,6.155189090909091,0.0,11,5,1,6,0.848,11.428588,0.0,10,1,1,6
0.40800000000000003,45.374,14.884415613962368,45.374,45.374,1.0,1.0,-81.33576,-81.3278,94.0,94.0,12.0,1.0,543.0,543.0,28.0,1.0,116.0,58.0,2.0,0.00205251,530.0,530.0,1.0,0.00756428,120.0,120.0,1.0,0.00302856,535.0,535.0,1.0,0.00152857,45.374,15.0,0.0,0.0,123.0,0.17312,0.2968,0.0624,1.336144,0.7501997021806929,3,9,1,5,1.0256,1.45977,0.6547989845364759,5,9,1,4,0.0624,2.2056799999999996,0.8953278917245906,3,5,1,5,0.0624,3.5990233333333332,0.6173952838606183,3,1,1,5,0.11136,1.0108391666666667,0.48656378634831227,12,9,1,3,0.10208,1.8398454545454543,0.7517606828687391,11,5,1,3,1.0256,4.626224,2.619461961439792,5,1,1,4,1.0256,3.653708,3.477128650657033,5,5,1,4,0.0928,3.2130400000000003,0.0002323790007724087,10,1,1,3,1.0176,3.4779733333333334,0.0,12,9,1,6,0.9328,6.155189090909091,0.0,11,5,1,6,0.848,11.428588,0.0,10,1,1,6
0.40900000000000003,35.893566666666665,16.89615904172701,16.3983,46.2978,1.0,1.0,-81.39881111111112,-81.33833333333332,94.0,94.0,12.0,1.0,88.0,88.0,28.0,1.0,1340.0,670.0,2.0,0.0054769250000000005,530.0,530.0,1.0,0.00756428,756.0,252.0,3.0,0.002183326666666667,20.0,20.0,1.0,0.00295714,38.5381,110.6,0.0,0.0,998.0,0.28032,0.3392,0.0624,1.336144,0.7501997021806929,3,9,1,5,1.0256,1.45977,0.6547989845364759,5,9,1,4,0.0624,2.2056799999999996,0.8953278917245906,3,5,1,5,0.0624,3.5990233333333332,0.6173952838606183,3,1,1,5,0.11136,1.0108391666666667,0.48656378634831227,12,9,1,3,0.10208,1.8398454545454543,0.7517606828687391,11,5,1,3,1.0256,4.626224,2.619461961439792,5,1,1,4,1.0256,3.653708,3.477128650657033,5,5,1,4,0.0928,3.2130400000000003,0.0002323790007724087,10,1,1,3,1.0176,3.4779733333333334,0.0,12,9,1,6,0.9328,6.155189090909091,0.0,11,5,1,6,0.848,11.428588,0.0,10,1,1,6
0.41000000000000003,45.9338,16.89615904172701,45.9338,45.9338,5.0,1.0,-81.35842,-81.3837,2425.0,808.3333333333334,24.666666666666668,3.0,1997.0,998.5,28.0,2.0,1282.0,1282.0,1.0,0.00984658,530.0,530.0,1.0,0.00756428,954.0,954.0,1.0,0.00635,80.0,80.0,1.0,0.000814284,44.09176,207.0,0.0,2.2804e-14,2351.0,0.38288,0.3816,0.0624,1.336144,0.7501997021806929,3,9,1,5,1.0256,1.45977,0.6547989845364759,5,9,1,4,0.0624,2.2056799999999996,0.8953278917245906,3,5,1,5,0.0624,3.5990233333333332,0.6173952838606183,3,1,1,5,0.11136,1.0108391666666667,0.48656378634831227,12,9,1,3,0.10208,1.8398454545454543,0.7517606828687391,11,5,1,3,1.0256,4.626224,2.619461961439792,5,1,1,4,1.0256,3.653708,3.477128650657033,5,5,1,4,0.0928,3.2130400000000003,0.0002323790007724087,10,1,1,3,1.0176,3.4779733333333334,0.0,12,9,1,6,0.9328,6.155189090909091,0.0,11,5,1,6,0.848,11.428588,0.0,10,1,1,6
0.41100000000000003,45.6098,0.18384776310850598,45.4798,45.7398,9.0,1.0,-81.28053333333332,-81.33858333333333,1927.0,642.3333333333334,26.666666666666668,3.0,543.0,543.0,28.0,1.0,1282.0,1282.0,1.0,0.00116709,530.0,530.0,1.0,0.00656428,1286.0,643.0,2.0,0.0007517835,535.0,535.0,1.0,0.00152857,44.979749999999996,135.0,0.0,1.42525e-14,2445.0,0.48544,0.424,0.0624,1.336144,0.7501997021806929,3,9,1,5,1.0256,1.45977,0.6547989845364759,5,9,1,4,0.0624,2.2056799999999996,0.8953278917245906,3,5,1,5,0.0624,3.5990233333333332,0.6173952838606183,3,1,1,5,0.11136,1.0108391666666667,0.48656378634831227,12,9,1,3,0.10208,1.8398454545454543,0.7517606828687391,11,5,1,3,1.0256,4.626224,2.619461961439792,5,1,1,4,1.0256,3.653708,3.477128650657033,5,5,1,4,0.0928,3.2130400000000003,0.0002323790007724087,10,1,1,3,1.0176,3.4779733333333334,0.0,12,9,1,6,0.9328,6.155189090909091,0.0,11,5,1,6,0.848,11.428588,0.0,10,1,1,6
0.41200000000000003,45.79156666666666,0.12468826461753868,45.7011,45.9338,5.0,1.0,-81.37896363636364,-81.26837499999999,88.0,88.0,28.0,1.0,543.0,543.0,28.0,1.0,116.0,58.0,2.0,0.0012221475,530.0,530.0,1.0,0.00358214,1327.0,331.75,4.0,0.00115356825,454.0,454.0,1.0,0.000814284,45.827124999999995,15.0,0.0,1.42525e-14,1742.0,0.49472,0.4664,0.0624,1.336144,0.7501997021806929,3,9,1,5,1.0256,1.45977,0.6547989845364759,5,9,1,4,0.0624,2.2056799999999996,0.8953278917245906,3,5,1,5,0.0624,3.5990233333333332,0.6173952838606183,3,1,1,5,0.11136,1.0108391666666667,0.48656378634831227,12,9,1,3,0.10208,1.8398454545454543,0.7517606828687391,11,5,1,3,1.0256,4.626224,2.619461961439792,5,1,1,4,1.0256,3.653708,3.477128650657033,5,5,1,4,0.0928,3.2130400000000003,0.0002323790007724087,10,1,1,3,1.0176,3.4779733333333334,0.0,12,9,1,6,0.9328,6.155189090909091,0.0,11,5,1,6,0.848,11.428588,0.0,10,1,1,6
0.41300000000000003,46.1746,0.34054262581944145,45.9338,46.4154,5.0,1.0,-81.36234999999999,-81.3397875,88.0,88.0,28.0,1.0,88.0,88.0,28.0,1.0,2564.0,1282.0,2.0,0.003061535,530.0,530.0,1.0,0.00358214,1365.0,682.5,2.0,0.0018142850000000001,454.0,454.0,1.0,0.000814284,44.5437,135.0,0.0,1.42525e-14,2719.0,0.69984,0.5088,0.0624,1.336144,0.7501997021806929,3,9,1,5,1.0256,1.45977,0.6547989845364759,5,9,1,4,0.0624,2.2056799999999996,0.8953278917245906,3,5,1,5,0.0624,3.5990233333333332,0.6173952838606183,3,1,1,5,0.11136,1.0108391666666667,0.48656378634831227,12,9,1,3,0.10208,1.8398454545454543,0.7517606828687391,11,5,1,3,1.0256,4.626224,2.619461961439792,5,1,1,4,1.0256,3.653708,3.477128650657033,5,5,1,4,0.0928,3.2130400000000003,0.0002323790007724087,10,1,1,3,1.0176,3.4779733333333334,0.0,12,9,1,6,0.9328,6.155189090909091,0.0,11,5,1,6,0.848,11.428588,0.0,10,1,1,6
0.41400000000000003,46.1746,0.34054262581944145,45.9338,46.4154,5.0,1.0,-81.36093333333334,-81.36815,179.0,179.0,28.0,1.0,1086.0,543.0,28.0,2.0,2564.0,1282.0,2.0,0.003061535,530.0,530.0,1.0,0.00556428,1365.0,682.5,2.0,0.0018142850000000001,615.0,307.5,2.0,0.001171427,44.3497,255.0,0.0,5.701e-14,176.0,0.90496,0.5512,0.0624,1.336144,0.7501997021806929,3,9,1,5,1.0256,1.45977,0.6547989845364759,5,9,1,4,0.0624,2.2056799999999996,0.8953278917245906,3,5,1,5,0.0624,3.5990233333333332,0.6173952838606183,3,1,1,5,0.11136,1.0108391666666667,0.48656378634831227,12,9,1,3,0.10208,1.8398454545454543,0.7517606828687391,11,5,1,3,1.0256,4.626224,2.619461961439792,5,1,1,4,1.0256,3.653708,3.477128650657033,5,5,1,4,0.0928,3.2130400000000003,0.0002323790007724087,10,1,1,3,1.0176,3.4779733333333334,0.0,12,9,1,6,0.9328,6.155189090909091,0.0,11,5,1,6,0.848,11.428588,0.0,10,1,1,6
0.41500000000000004,19.0652,0.34054262581944145,19.0652,19.0652,5.0,1.0,-81.36463636363636,-81.315775,179.0,179.0,28.0,1.0,1086.0,543.0,28.0,2.0,2564.0,1282.0,2.0,0.003061535,1060.0,530.0,2.0,0.0130286,1365.0,682.5,2.0,0.0018142850000000001,1446.0,1446.0,1.0,0.00295714,38.705439999999996,206.8,1.0,0.1791036,4173.0,1.11008,0.636,0.0624,1.336144,0.7501997021806929,3,9,1,5,1.0256,1.45977,0.6547989845364759,5,9,1,4,0.0624,2.2056799999999996,0.8953278917245906,3,5,1,5,0.0624,3.5990233333333332,0.6173952838606183,3,1,1,5,0.11136,1.0108391666666667,0.48656378634831227,12,9,1,3,0.10208,1.8398454545454543,0.7517606828687391,11,5,1,3,1.0256,4.626224,2.619461961439792,5,1,1,4,1.0256,3.653708,3.477128650657033,5,5,1,4,0.0928,3.2130400000000003,0.0002323790007724087,10,1,1,3,1.0176,3.4779733333333334,0.0,12,9,1,6,0.9328,6.155189090909091,0.0,11,5,1,6,0.848,11.428588,0.0,10,1,1,6
0.41600000000000004,45.7398,0.34054262581944145,45.7398,45.7398,9.0,1.0,-81.3205,-81.447025,449.0,224.5,28.0,2.0,1089.0,1089.0,28.0,1.0,58.0,58.0,1.0,0.000802505,530.0,530.0,1.0,0.00358214,60.0,60.0,1.0,0.000635713,454.0,454.0,1.0,0.000814284,43.855133333333335,175.0,0.0,1.9003333333333334e-14,1174.0,1.11472,0.6784,0.0624,1.336144,0.7501997021806929,3,9,1,5,1.0256,1.45977,0.6547989845364759,5,9,1,4,0.0624,2.2056799999999996,0.8953278917245906,3,5,1,5,0.0624,3.5990233333333332,0.6173952838606183,3,1,1,5,0.11136,1.0108391666666667,0.48656378634831227,12,9,1,3,0.10208,1.8398454545454543,0.7517606828687391,11,5,1,3,1.0256,4.626224,2.619461961439792,5,1,1,4,1.0256,3.653708,3.477128650657033,5,5,1,4,0.0928,3.2130400000000003,0.0002323790007724087,10,1,1,3,1.0176,3.4779733333333334,0.0,12,9,1,6,0.9328,6.155189090909091,0.0,11,5,1,6,0.848,11.428588,0.0,10,1,1,6
0.417,45.7398,0.34054262581944145,45.7398,45.7398,9.0,1.0,-81.32804999999999,-81.32441428571428,165.0,165.0,26.0,1.0,88.0,88.0,28.0,1.0,58.0,58.0,1.0,0.000802505,530.0,530.0,1.0,0.00456428,60.0,60.0,1.0,0.000635713,511.0,511.0,1.0,0.00152857,43.855133333333335,175.0,0.0,1.9003333333333334e-14,1174.0,1.11936,0.7208,0.0624,1.336144,0.7501997021806929,3,9,1,5,1.0256,1.45977,0.6547989845364759,5,9,1,4,0.0624,2.2056799999999996,0.8953278917245906,3,5,1,5,0.0624,3.5990233333333332,0.6173952838606183,3,1,1,5,0.11136,1.0108391666666667,0.48656378634831227,12,9,1,3,0.10208,1.8398454545454543,0.7517606828687391,11,5,1,3,1.0256,4.626224,2.619461961439792,5,1,1,4,1.0256,3.653708,3.477128650657033,5,5,1,4,0.0928,3.2130400000000003,0.0002323790007724087,10,1,1,3,1.0176,3.4779733333333334,0.0,12,9,1,6,0.9328,6.155189090909091,0.0,11,5,1,6,0.848,11.428588,0.0,10,1,1,6
0.418,37.1543,15.667862190164936,19.0652,46.4639,5.0,1.0,-81.42432,-81.2889,165.0,165.0,26.0,1.0,722.0,361.0,28.0,2.0,232.0,58.0,4.0,0.0030345375,530.0,530.0,1.0,0.00456428,240.0,80.0,3.0,0.0023619066666666667,80.0,80.0,1.0,0.000814284,40.03246,110.8,0.0,1.64498234206e-07,881.0,1.13792,0.7632,0.0624,1.336144,0.7501997021806929,3,9,1,5,1.0256,1.45977,0.6547989845364759,5,9,1,4,0.0624,2.2056799999999996,0.8953278917245906,3,5,1,5,0.0624,3.5990233333333332,0.6173952838606183,3,1,1,5,0.11136,1.0108391666666667,0.48656378634831227,12,9,1,3,0.10208,1.8398454545454543,0.7517606828687391,11,5,1,3,1.0256,4.626224,2.619461961439792,5,1,1,4,1.0256,3.653708,3.477128650657033,5,5,1,4,0.0928,3.2130400000000003,0.0002323790007724087,10,1,1,3,1.0176,3.4779733333333334,0.0,12,9,1,6,0.9328,6.155189090909091,0.0,11,5,1,6,0.848,11.428588,0.0,10,1,1,6
0.419,37.1543,15.667862190164936,19.0652,46.4639,5.0,1.0,-81.32459999999999,-81.36815,165.0,165.0,26.0,1.0,722.0,361.0,28.0,2.0,232.0,58.0,4.0,0.0030345375,530.0,530.0,1.0,0.00456428,240.0,80.0,3.0,0.0023619066666666667,80.0,80.0,1.0,0.000814284,44.3497,255.0,0.0,0.0,1086.0,1.15648,0.8056,0.0624,1.336144,0.7501997021806929,3,9,1,5,1.0256,1.45977,0.6547989845364759,5,9,1,4,0.0624,2.2056799999999996,0.8953278917245906,3,5,1,5,0.0624,3.5990233333333332,0.6173952838606183,3,1,1,5,0.11136,1.0108391666666667,0.48656378634831227,12,9,1,3,0.10208,1.8398454545454543,0.7517606828687391,11,5,1,3,1.0256,4.626224,2.619461961439792,5,1,1,4,1.0256,3.653708,3.477128650657033,5,5,1,4,0.0928,3.2130400000000003,0.0002323790007724087,10,1,1,3,1.0176,3.4779733333333334,0.0,12,9,1,6,0.9328,6.155189090909091,0.0,11,5,1,6,0.848,11.428588,0.0,10,1,1,6
0.42,45.7398,15.667862190164936,45.7398,45.7398,9.0,1.0,-81.28285,-81.43213333333334,3149.0,524.8333333333334,25.666666666666668,6.0,543.0,543.0,28.0,1.0,58.0,58.0,1.0,0.000802505,530.0,530.0,1.0,0.00358214,60.0,60.0,1.0,0.000635713,625.0,312.5,2.0,0.001171427,43.855133333333335,175.0,0.0,5.701e-14,446.0,1.16112,0.848,0.0624,1.336144,0.7501997021806929,3,9,1,5,1.0256,1.45977,0.6547989845364759,5,9,1,4,0.0624,2.2056799999999996,0.8953278917245906,3,5,1,5,0.0624,3.5990233333333332,0.6173952838606183,3,1,1,5,0.11136,1.0108391666666667,0.48656378634831227,12,9,1,3,0.10208,1.8398454545454543,0.7517606828687391,11,5,1,3,1.0256,4.626224,2.619461961439792,5,1,1,4,1.0256,3.653708,3.477128650657033,5,5,1,4,0.0928,3.2130400000000003,0.0002323790007724087,10,1,1,3,1.0176,3.4779733333333334,0.0,12,9,1,6,0.9328,6.155189090909091,0.0,11,5,1,6,0.848,11.428588,0.0,10,1,1,6
0.421,45.925900000000006,0.48680317377765675,45.5596,46.4783,9.0,1.0,-81.24579999999999,-81.2718,1815.0,907.5,28.0,2.0,88.0,88.0,28.0,1.0,1412.0,706.0,2.0,0.001034898,1060.0,530.0,2.0,0.01102858,1418.0,472.6666666666667,3.0,0.0007190456666666666,1081.0,1081.0,1.0,0.00295714,44.5575,111.0,0.0,1.1402e-14,3682.0,1.27408,0.9328,0.0624,1.336144,0.7501997021806929,3,9,1,5,1.0256,1.45977,0.6547989845364759,5,9,1,4,0.0624,2.2056799999999996,0.8953278917245906,3,5,1,5,0.0624,3.5990233333333332,0.6173952838606183,3,1,1,5,0.11136,1.0108391666666667,0.48656378634831227,12,9,1,3,0.10208,1.8398454545454543,0.7517606828687391,11,5,1,3,1.0256,4.626224,2.619461961439792,5,1,1,4,1.0256,3.653708,3.477128650657033,5,5,1,4,0.0928,3.2130400000000003,0.0002323790007724087,10,1,1,3,1.0176,3.4779733333333334,0.0,12,9,1,6,0.9328,6.155189090909091,0.0,11,5,1,6,0.848,11.428588,0.0,10,1,1,6
0.422,45.819900000000004,0.1469367891305663,45.716,45.9238,5.0,1.0,-81.415575,-81.25871666666667,361.0,361.0,28.0,1.0,904.0,452.0,28.0,2.0,1412.0,706.0,2.0,0.001812275,1060.0,530.0,2.0,0.01102858,1416.0,708.0,2.0,0.001314285,80.0,80.0,1.0,0.000814284,45.0848,135.0,0.0,2.8505e-14,1733.0,1.38704,1.0176,0.0624,1.336144,0.7501997021806929,3,9,1,5,1.0256,1.45977,0.6547989845364759,5,9,1,4,0.0624,2.2056799999999996,0.8953278917245906,3,5,1,5,0.0624,3.5990233333333332,0.6173952838606183,3,1,1,5,0.11136,1.0108391666666667,0.48656378634831227,12,9,1,3,0.10208,1.8398454545454543,0.7517606828687391,11,5,1,3,1.0256,4.626224,2.619461961439792,5,1,1,4,1.0256,3.653708,3.477128650657033,5,5,1,4,0.0928,3.2130400000000003,0.0002323790007724087,10,1,1,3,1.0176,3.4779733333333334,0.0,12,9,1,6,0.9328,6.155189090909091,0.0,11,5,1,6,0.848,11.428588,0.0,10,1,1,6
0.423,46.4999,0.050911688245425815,46.4639,46.5359,1.0,1.0,-81.37764,-81.42920000000001,361.0,361.0,28.0,1.0,904.0,452.0,28.0,2.0,1412.0,706.0,2.0,0.0033485900000000002,530.0,530.0,1.0,0.00706428,1416.0,708.0,2.0,0.00235,535.0,535.0,1.0,0.00152857,44.32353333333333,175.0,0.0,9.501666666666667e-15,3987.0,1.5,1.06,0.0624,1.336144,0.7501997021806929,3,9,1,5,1.0256,1.45977,0.6547989845364759,5,9,1,4,0.0624,2.2056799999999996,0.8953278917245906,3,5,1,5,0.0624,3.5990233333333332,0.6173952838606183,3,1,1,5,0.11136,1.0108391666666667,0.48656378634831227,12,9,1,3,0.10208,1.8398454545454543,0.7517606828687391,11,5,1,3,1.0256,4.626224,2.619461961439792,5,1,1,4,1.0256,3.653708,3.477128650657033,5,5,1,4,0.0928,3.2130400000000003,0.0002323790007724087,10,1,1,3,1.0176,3.4779733333333334,0.0,12,9,1,6,0.9328,6.155189090909091,0.0,11,5,1,6,0.848,11.428588,0.0,10,1,1,6
0.424,46.10185,0.5120160202571765,45.7398,46.4639,1.0,1.0,-81.3682,-81.3384,267.0,133.5,28.0,2.0,543.0,543.0,28.0,1.0,174.0,58.0,3.0,0.0024094983333333335,530.0,530.0,1.0,0.00358214,180.0,90.0,2.0,0.0014392865,454.0,454.0,1.0,0.000814284,46.10185,15.0,0.0,5.701e-14,449.0,1.51392,1.1024,0.0624,1.336144,0.7501997021806929,3,9,1,5,1.0256,1.45977,0.6547989845364759,5,9,1,4,0.0624,2.2056799999999996,0.8953278917245906,3,5,1,5,0.0624,3.5990233333333332,0.6173952838606183,3,1,1,5,0.11136,1.0108391666666667,0.48656378634831227,12,9,1,3,0.10208,1.8398454545454543,0.7517606828687391,11,5,1,3,1.0256,4.626224,2.619461961439792,5,1,1,4,1.0256,3.653708,3.477128650657033,5,5,1,4,0.0928,3.2130400000000003,0.0002323790007724087,10,1,1,3,1.0176,3.4779733333333334,0.0,12,9,1,6,0.9328,6.155189090909091,0.0,11,5,1,6,0.848,11.428588,0.0,10,1,1,6
0.425,45.9338,0.5120160202571765,45.9338,45.9338,5.0,1.0,-81.34492222222222,-81.19726666666666,267.0,133.5,28.0,2.0,88.0,88.0,28.0,1.0,58.0,58.0,1.0,0.00160608,530.0,530.0,1.0,0.00358214,60.0,60.0,1.0,0.00117143,454.0,454.0,1.0,0.000814284,45.9338,15.0,0.0,5.701e-14,179.0,1.51856,1.1448,0.0624,1.336144,0.7501997021806929,3,9,1,5,1.0256,1.45977,0.6547989845364759,5,9,1,4,0.0624,2.2056799999999996,0.8953278917245906,3,5,1,5,0.0624,3.5990233333333332,0.6173952838606183,3,1,1,5,0.11136,1.0108391666666667,0.48656378634831227,12,9,1,3,0.10208,1.8398454545454543,0.7517606828687391,11,5,1,3,1.0256,4.626224,2.619461961439792,5,1,1,4,1.0256,3.653708,3.477128650657033,5,5,1,4,0.0928,3.2130400000000003,0.0002323790007724087,10,1,1,3,1.0176,3.4779733333333334,0.0,12,9,1,6,0.9328,6.155189090909091,0.0,11,5,1,6,0.848,11.428588,0.0,10,1,1,6
0.426,45.9338,0.5120160202571765,45.9338,45.9338,5.0,1.0,-81.37291428571427,-81.4016857142857,179.0,179.0,28.0,1.0,1086.0,543.0,28.0,2.0,58.0,58.0,1.0,0.00160608,530.0,530.0,1.0,0.00606428,60.0,60.0,1.0,0.00117143,615.0,307.5,2.0,0.001171427,33.62835,255.0,0.0,1.32213e-11,1262.0,1.5232,1.1872,0.0624,1.336144,0.7501997021806929,3,9,1,5,1.0256,1.45977,0.6547989845364759,5,9,1,4,0.0624,2.2056799999999996,0.8953278917245906,3,5,1,5,0.0624,3.5990233333333332,0.6173952838606183,3,1,1,5,0.11136,1.0108391666666667,0.48656378634831227,12,9,1,3,0.10208,1.8398454545454543,0.7517606828687391,11,5,1,3,1.0256,4.626224,2.619461961439792,5,1,1,4,1.0256,3.653708,3.477128650657033,5,5,1,4,0.0928,3.2130400000000003,0.0002323790007724087,10,1,1,3,1.0176,3.4779733333333334,0.0,12,9,1,6,0.9328,6.155189090909091,0.0,11,5,1,6,0.848,11.428588,0.0,10,1,1,6
0.427,45.9338,0.5120160202571765,45.9338,45.9338,5.0,1.0,-81.33897999999999,-81.37046000000001,179.0,179.0,28.0,1.0,1086.0,543.0,28.0,2.0,58.0,58.0,1.0,0.00160608,530.0,530.0,1.0,0.0110286,60.0,60.0,1.0,0.00117143,353.0,353.0,1.0,0.00295714,43.6155,255.0,0.0,2.8505e-14,1808.0,1.52784,1.2296,0.0624,1.336144,0.7501997021806929,3,9,1,5,1.0256,1.45977,0.6547989845364759,5,9,1,4,0.0624,2.2056799999999996,0.8953278917245906,3,5,1,5,0.0624,3.5990233333333332,0.6173952838606183,3,1,1,5,0.11136,1.0108391666666667,0.48656378634831227,12,9,1,3,0.10208,1.8398454545454543,0.7517606828687391,11,5,1,3,1.0256,4.626224,2.619461961439792,5,1,1,4,1.0256,3.653708,3.477128650657033,5,5,1,4,0.0928,3.2130400000000003,0.0002323790007724087,10,1,1,3,1.0176,3.4779733333333334,0.0,12,9,1,6,0.9328,6.155189090909091,0.0,11,5,1,6,0.848,11.428588,0.0,10,1,1,6
0.428,45.8368,0.13717871555018454,45.7398,45.9338,5.0,1.0,-81.35604285714285,-81.36054999999999,449.0,224.5,28.0,2.0,1089.0,1089.0,28.0,1.0,116.0,58.0,2.0,0.0012042925,530.0,530.0,1.0,0.00358214,120.0,60.0,2.0,0.0009035715,454.0,454.0,1.0,0.000814284,45.8368,15.0,0.0,5.701e-14,267.0,1.53712,1.272,0.0624,1.336144,0.7501997021806929,3,9,1,5,1.0256,1.45977,0.6547989845364759,5,9,1,4,0.0624,2.2056799999999996,0.8953278917245906,3,5,1,5,0.0624,3.5990233333333332,0.6173952838606183,3,1,1,5,0.11136,1.0108391666666667,0.48656378634831227,12,9,1,3,0.10208,1.8398454545454543,0.7517606828687391,11,5,1,3,1.0256,4.626224,2.619461961439792,5,1,1,4,1.0256,3.653708,3.477128650657033,5,5,1,4,0.0928,3.2130400000000003,0.0002323790007724087,10,1,1,3,1.0176,3.4779733333333334,0.0,12,9,1,6,0.9328,6.155189090909091,0.0,11,5,1,6,0.848,11.428588,0.0,10,1,1,6
